City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
337,Manzhouli,CN,49.6,117.4333,29.17,76,33,10.09,scattered clouds
338,Qaqortoq,GL,60.7167,-46.0333,33.04,92,100,7.2,overcast clouds
339,Port Moresby,PG,-9.4431,147.1797,85.26,65,100,5.39,overcast clouds
340,Pangoa,PE,-12.1167,-73.0,70.7,65,98,1.79,overcast clouds
341,Haimen,CN,23.1935,116.6142,71.02,64,15,14.97,few clouds
342,Ustyuzhna,RU,58.8394,36.4321,26.47,95,88,6.53,overcast clouds
343,Dunmore East,IE,52.1514,-6.9861,54.68,80,53,23.6,broken clouds
344,Kavieng,PG,-2.5744,150.7967,84.74,70,71,7.0,light rain
345,Progreso,MX,21.2833,-89.6667,80.71,82,59,15.99,broken clouds
346,Lubao,PH,14.9167,120.55,84.16,70,45,6.46,scattered clouds
347,Malanje,AO,-9.5402,16.341,63.91,95,100,5.1,overcast clouds
348,Mwinilunga,ZM,-11.7358,24.4293,61.72,98,100,2.53,light rain
349,Oia,PT,40.5426,-8.5386,46.38,91,23,5.19,few clouds
350,Iida,JP,35.5197,137.8207,55.04,57,3,3.0,clear sky
351,Lesnoye,RU,58.2841,35.5158,26.62,95,74,5.61,broken clouds
352,Kodiak,US,57.79,-152.4072,28.0,57,0,20.45,clear sky
353,Sosnovka,RU,56.255,51.2842,30.42,95,100,5.68,overcast clouds
354,Cedar City,US,37.6775,-113.0619,42.4,49,38,5.41,scattered clouds
355,Diamantino,BR,-14.4086,-56.4461,71.37,50,0,1.86,clear sky
356,Nizhniy Kuranakh,RU,58.8353,125.4869,18.91,94,100,9.04,light snow
357,Fereydun Kenar,IR,36.6864,52.5225,61.2,78,3,1.05,clear sky
358,Wahiawa,US,21.5028,-158.0236,80.76,70,100,12.55,overcast clouds
359,Douglas,US,41.3,-96.167,53.31,62,0,19.57,clear sky
360,Sola,VU,-13.8833,167.55,80.51,74,6,6.44,clear sky
361,Solnechnyy,RU,50.7214,136.6319,26.94,31,3,1.72,clear sky
362,Juneau,US,58.3019,-134.4197,19.09,100,43,10.58,scattered clouds
363,Trairi,BR,-3.2778,-39.2689,78.76,83,100,10.49,overcast clouds
364,Requena,ES,39.4883,-1.1004,46.53,39,2,5.28,clear sky
365,Bako,ET,5.7833,36.5667,61.77,78,44,3.83,scattered clouds
366,Bandarbeyla,SO,9.4942,50.8122,77.14,78,20,6.78,few clouds
367,Ostrovnoy,RU,68.0531,39.5131,36.1,84,98,19.22,overcast clouds
368,Poronaysk,RU,49.2167,143.1167,35.28,52,63,13.18,broken clouds
369,Kazaki,RU,52.6248,38.2649,34.93,71,100,1.07,overcast clouds
370,Brandon,US,27.9378,-82.2859,78.87,87,0,5.75,clear sky
371,Orange Cove,US,36.6244,-119.3137,62.62,56,0,0.0,haze
372,Acapulco,MX,16.8634,-99.8901,79.29,81,16,6.26,few clouds
373,Matara,LK,5.9485,80.5353,76.68,86,99,2.33,overcast clouds
374,Dandong,CN,40.1292,124.3947,47.55,50,68,3.89,broken clouds
375,Mocuba,MZ,-16.8392,36.9856,72.91,81,100,1.97,overcast clouds
376,Kruisfontein,ZA,-34.0033,24.7314,60.89,92,49,3.13,scattered clouds
377,Rongcheng,CN,30.634,117.8517,64.27,44,97,0.67,overcast clouds
378,Bac Lieu,VN,9.285,105.7244,81.66,76,100,16.33,overcast clouds
379,Golovino,RU,55.9613,40.4251,26.82,95,12,4.18,few clouds
380,Northam,GB,51.0333,-4.2167,51.39,97,12,9.06,few clouds
381,Beringovskiy,RU,63.05,179.3167,35.33,87,100,11.61,overcast clouds
382,Skibbereen,IE,51.55,-9.2667,54.1,85,98,21.65,overcast clouds
383,Sulangan,PH,11.1373,123.7228,83.1,74,44,8.61,scattered clouds
384,Podor,MR,16.6527,-14.9587,82.17,11,100,9.84,overcast clouds
385,Rockland,US,41.1668,-74.0496,68.05,84,100,10.25,overcast clouds
386,Arona,ES,28.0996,-16.681,63.12,85,20,6.91,few clouds
387,Coihueco,CL,-36.6167,-71.8333,54.34,76,0,10.36,clear sky
388,Puerto Leguizamo,CO,-0.1934,-74.7819,74.75,76,100,1.1,overcast clouds
389,Severo-Kurilsk,RU,50.6789,156.125,38.66,89,100,9.66,light rain
390,Pimentel,PE,-6.8367,-79.9342,62.33,86,43,11.79,scattered clouds
391,Wajima,JP,37.4,136.9,59.02,53,54,11.1,broken clouds
392,Akhisar,TR,38.9185,27.8401,57.11,65,56,1.81,broken clouds
393,Loreto,MX,22.2667,-101.9667,62.55,20,0,3.4,clear sky
394,Khovu-Aksy,RU,51.1333,93.6,21.74,83,30,4.27,scattered clouds
395,Tuatapere,NZ,-46.1333,167.6833,56.68,55,66,9.82,broken clouds
396,Wagar,SD,16.1525,36.2032,75.56,77,5,11.1,clear sky
397,Marsabit,KE,2.3284,37.9899,64.0,85,76,13.2,broken clouds
398,Ternate,ID,0.8,127.4,84.67,70,100,1.81,overcast clouds
399,Marivan,IR,35.5219,46.176,43.7,52,0,2.1,clear sky
400,Tessalit,ML,20.1986,1.0114,72.19,18,0,9.48,clear sky
401,Port Macquarie,AU,-31.4333,152.9167,73.89,65,90,8.97,overcast clouds
402,Diego De Almagro,CL,-26.3667,-70.05,60.69,52,5,1.48,clear sky
403,Kununurra,AU,-15.7667,128.7333,93.18,43,10,8.05,clear sky
404,Vaitape,PF,-16.5167,-151.75,78.94,86,100,31.23,light rain
405,Birao,CF,10.2849,22.7882,71.82,40,99,3.71,overcast clouds
406,Grootfontein,NA,-19.5667,18.1167,70.09,20,80,10.42,broken clouds
407,Havoysund,NO,70.9963,24.6622,41.23,90,100,9.8,overcast clouds
408,Chimbote,PE,-9.0853,-78.5783,62.1,85,3,7.29,clear sky
409,Sayyan,YE,15.1718,44.3244,50.11,43,0,4.21,clear sky
410,Abha,SA,18.2164,42.5053,57.02,94,0,0.0,fog
411,Labuhan,ID,-6.8844,112.2051,81.36,80,100,9.64,overcast clouds
412,Puro,PH,12.4841,123.3827,83.26,77,96,9.26,overcast clouds
413,Jibuti,DJ,11.5,42.5,71.94,78,1,13.56,clear sky
414,Te Anau,NZ,-45.4167,167.7167,62.08,44,11,2.62,few clouds
415,Evensk,RU,61.95,159.2333,22.26,94,100,5.21,light snow
416,Dwarka,IN,22.2394,68.9678,79.52,64,26,7.23,scattered clouds
417,Banting,MY,2.8167,101.5,87.84,84,100,1.99,overcast clouds
418,Ashland,US,40.8167,-82.2665,71.4,61,100,18.77,overcast clouds
419,Aborlan,PH,9.4352,118.5492,86.77,66,96,6.51,overcast clouds
420,Wanaka,NZ,-44.7,169.15,65.1,48,55,3.0,broken clouds
421,Naze,JP,28.3667,129.4833,67.01,60,14,12.59,few clouds
422,Wuwei,CN,37.9281,102.6414,45.64,27,16,4.41,few clouds
423,Makakilo City,US,21.3469,-158.0858,82.56,65,97,19.71,overcast clouds
424,Wewak,PG,-3.5534,143.6268,84.67,73,100,3.8,overcast clouds
425,Vestmannaeyjar,IS,63.4427,-20.2734,43.52,72,94,17.69,overcast clouds
426,Dossor,KZ,47.5272,52.9811,35.65,83,100,8.77,overcast clouds
427,Kazachinskoye,RU,57.6953,93.2761,30.27,92,100,5.41,overcast clouds
428,Russell,US,32.3502,-85.1999,71.96,63,100,7.99,overcast clouds
429,Okhotsk,RU,59.3833,143.3,17.35,54,100,14.81,overcast clouds
430,Nyagan,RU,62.1406,65.3936,12.54,95,90,3.33,overcast clouds
431,Coahuayana,MX,18.7333,-103.6833,75.25,94,12,1.83,few clouds
432,Hearst,CA,49.6835,-83.6665,34.03,99,100,8.16,snow
433,Bakchar,RU,57.0186,82.0711,27.63,75,100,8.55,overcast clouds
434,Yambio,SS,4.5721,28.3955,66.33,96,77,3.74,broken clouds
435,Gondar,ET,12.6,37.4667,55.33,57,4,6.87,clear sky
436,Sitka,US,57.0531,-135.33,31.62,60,99,9.84,overcast clouds
437,Longview,US,32.5007,-94.7405,54.99,83,0,4.18,clear sky
438,Mushie,CD,-3.0167,16.9,69.78,98,100,0.51,moderate rain
439,Roald,NO,62.5833,6.1333,48.76,87,20,3.44,light rain
440,Lincoln,US,40.8,-96.667,54.54,57,3,13.0,clear sky
441,Acarau,BR,-2.8856,-40.12,77.9,84,97,8.08,overcast clouds
442,Algiers,DZ,36.7525,3.042,46.22,93,0,2.3,clear sky
443,Deniliquin,AU,-35.5333,144.9667,69.8,56,100,5.64,overcast clouds
444,Corinto,GR,37.9407,22.9573,61.9,64,100,14.09,overcast clouds
445,Seymchan,RU,62.8833,152.4333,-3.26,95,100,2.35,overcast clouds
446,Impfondo,CG,1.6381,18.0667,69.73,98,97,2.06,overcast clouds
447,Edd,ER,13.9297,41.6925,81.52,66,0,10.51,clear sky
448,Nea Karvali,GR,40.9617,24.51,65.05,90,95,8.99,overcast clouds
449,Tuy Hoa,VN,13.0833,109.3,77.68,83,93,9.55,overcast clouds
450,Emerald,AU,-23.5333,148.1667,79.34,39,0,12.75,clear sky
451,Erzin,TR,36.9559,36.2,63.41,46,0,5.21,clear sky
452,Syedove,UA,47.0768,38.156,43.0,76,16,15.19,few clouds
453,Bauru,BR,-22.3147,-49.0606,61.83,66,43,5.99,scattered clouds
454,Amapa,BR,1.0,-52.0,72.05,99,100,1.32,overcast clouds
455,Narimanov,RU,46.6927,47.8498,37.31,80,100,8.7,overcast clouds
456,Johnstown,US,40.3267,-78.922,72.39,65,100,23.02,overcast clouds
457,Luwuk,ID,-0.9516,122.7875,87.24,64,99,3.6,overcast clouds
458,Bratsk,RU,56.1325,101.6142,27.09,89,100,3.11,overcast clouds
459,Hualmay,PE,-11.0964,-77.6139,62.44,83,0,9.17,clear sky
460,Igarka,RU,67.4667,86.5833,14.43,96,100,7.76,overcast clouds
461,Valpoi,IN,15.5305,74.1356,76.82,78,11,4.29,few clouds
462,Nelson Bay,AU,-32.7167,152.15,72.0,59,17,9.93,few clouds
463,Beloha,MG,-25.1667,45.05,72.36,69,99,3.33,overcast clouds
464,Egvekinot,RU,66.3167,-179.1667,28.17,99,100,21.07,snow
465,Mollendo,PE,-17.0231,-72.0147,61.99,84,66,8.1,broken clouds
466,Wilkie,CA,52.4168,-108.7014,23.38,93,100,26.66,light snow
467,Katobu,ID,-4.9408,122.5276,88.93,56,99,2.91,overcast clouds
468,Inhambane,MZ,-23.865,35.3833,74.91,89,35,4.03,scattered clouds
469,Palmer,US,42.1584,-72.3287,66.24,75,100,1.01,overcast clouds
470,Havre-Saint-Pierre,CA,50.2334,-63.5986,48.56,93,100,13.8,overcast clouds
471,Vawkavysk,BY,53.1561,24.4513,46.09,98,100,2.84,overcast clouds
472,Bilma,NE,18.6853,12.9164,68.5,22,76,8.08,broken clouds
473,Zharkent,KZ,44.1628,80.0,44.02,74,65,1.92,broken clouds
474,Rumonge,BI,-3.9736,29.4386,72.16,82,100,1.48,light rain
475,Tecpan,GT,14.7623,-90.9947,58.89,96,100,2.08,light rain
476,Powell,US,40.1578,-83.0752,72.05,60,100,9.22,overcast clouds
477,Touros,BR,-5.1989,-35.4608,77.68,82,83,10.07,broken clouds
478,Lubango,AO,-14.9172,13.4925,58.3,64,16,0.34,few clouds
479,Codrington,AU,-38.2667,141.9667,72.16,54,66,6.42,broken clouds
480,Gizo,SB,-8.103,156.8419,83.93,70,100,3.06,light rain
481,Winnemucca,US,40.973,-117.7357,48.25,66,100,11.5,overcast clouds
482,Buraydah,SA,26.326,43.975,65.68,52,22,5.57,few clouds
483,Muli,MV,2.9167,73.5667,80.78,78,93,11.95,overcast clouds
484,Mugango,TZ,-1.6833,33.7,67.96,80,80,4.12,light rain
485,Dogondoutchi,NE,13.6393,4.0287,77.7,20,100,7.54,overcast clouds
486,Cabra,ES,37.4725,-4.4421,56.46,26,6,2.84,clear sky
487,Lahat,ID,-3.8,103.5333,80.24,80,100,1.01,overcast clouds
488,Viedma,AR,-40.8135,-62.9967,67.41,53,100,17.65,overcast clouds
489,Nakonde,ZM,-9.3421,32.745,64.27,59,92,1.81,overcast clouds
490,Raga,SS,8.4596,25.678,72.46,43,39,2.64,scattered clouds
491,Perelyub,RU,51.8667,50.3667,32.99,87,100,6.76,overcast clouds
492,Lucapa,AO,-8.4192,20.7447,65.01,96,100,1.52,overcast clouds
493,Avera,US,33.194,-82.5271,69.85,95,100,6.49,overcast clouds
494,North Bend,US,43.4065,-124.2243,50.16,99,100,3.42,overcast clouds
495,Portland,US,45.5234,-122.6762,47.61,90,77,5.99,broken clouds
496,Kuzhener,RU,56.8111,48.9128,21.49,95,16,5.17,few clouds
497,Camacha,PT,33.0833,-16.3333,63.82,88,75,4.61,broken clouds
498,Taltal,CL,-25.4,-70.4833,60.85,77,4,5.77,clear sky
499,Miandrivazo,MG,-19.5167,45.4667,76.75,80,60,0.87,broken clouds
500,Broome,US,42.2506,-75.833,69.85,74,0,18.41,clear sky
501,Murgab,TM,37.4966,61.9714,55.62,68,59,3.09,broken clouds
502,Anadyr,RU,64.75,177.4833,35.01,93,98,24.0,overcast clouds
503,San Cristobal,VE,7.7669,-72.225,65.86,99,100,1.54,overcast clouds
504,Vohibinany,MG,-17.35,49.0333,66.02,93,72,1.9,broken clouds
505,Grindavik,IS,63.8424,-22.4338,36.07,87,0,9.22,clear sky
506,Athabasca,CA,54.7169,-113.2854,15.94,66,100,13.35,overcast clouds
507,Matagami,CA,49.7502,-77.6328,54.12,90,100,10.31,heavy intensity rain
508,Umba,RU,66.6871,34.3429,33.1,88,34,11.07,scattered clouds
509,Abatskoye,RU,56.2875,70.4555,21.29,92,87,14.12,overcast clouds
510,Dickinson,US,29.4608,-95.0513,67.12,83,0,5.75,clear sky
511,Ossora,RU,59.2353,163.0719,28.99,84,100,5.35,overcast clouds
512,Aklavik,CA,68.2191,-135.0107,8.29,79,99,16.75,overcast clouds
513,Arica,CL,-18.475,-70.3042,61.5,83,36,2.08,scattered clouds
514,Patnos,TR,39.2336,42.8634,36.9,75,5,2.15,clear sky
515,Tiznit,MA,29.5833,-9.5,65.55,50,0,0.6,clear sky
516,Ladysmith,CA,48.9829,-123.8194,43.38,66,5,5.01,clear sky
517,Turayf,SA,31.6725,38.6637,60.01,40,0,9.33,clear sky
518,Vilcun,CL,-38.65,-72.2333,45.25,97,2,1.72,clear sky
519,Dieppe,FR,49.75,1.1667,51.33,88,100,16.53,overcast clouds
520,Point Pleasant,US,40.0832,-74.0682,67.96,82,100,5.01,overcast clouds
521,Balkhash,KZ,46.844,74.9804,38.01,81,100,6.71,overcast clouds
522,Kaura Namoda,NG,12.5898,6.5779,70.61,23,91,8.21,overcast clouds
523,Verkhnyaya Inta,RU,65.9811,60.3094,24.48,95,100,16.46,light snow
524,Kochi,IN,9.9399,76.2602,78.03,87,48,5.57,scattered clouds
525,Kapoeta,SS,4.7717,33.5903,76.89,63,100,7.58,overcast clouds
526,Yakymivka,UA,46.6897,35.1536,39.27,88,2,9.13,clear sky
527,Sisimiut,GL,66.9395,-53.6735,19.56,75,97,12.97,overcast clouds
528,Hofn,IS,64.2539,-15.2082,40.95,83,100,16.4,overcast clouds
529,Phan Thiet,VN,10.9333,108.1,80.94,73,100,1.59,overcast clouds
530,Crepy-En-Valois,FR,49.2336,2.8881,50.13,88,35,11.18,scattered clouds
531,Porto Novo,BJ,6.4965,2.6036,77.18,87,94,1.97,light rain
532,Craig,US,40.5153,-107.5464,44.22,56,100,18.41,overcast clouds
533,Lalibela,ET,12.0333,39.0333,52.45,68,1,7.14,clear sky
534,Bara,NG,10.3744,10.7288,70.34,27,100,6.78,overcast clouds
535,Bam,IR,29.106,58.357,63.41,48,54,2.57,broken clouds
536,Careiro Da Varzea,BR,-3.2003,-59.8119,83.01,67,79,1.81,broken clouds
537,Coos Bay,US,43.3665,-124.2179,49.98,99,100,2.84,overcast clouds
538,Huejuquilla El Alto,MX,22.6,-103.8667,57.43,32,0,2.51,clear sky
539,Lukiv,UA,51.0521,25.4006,50.18,90,100,10.85,overcast clouds
540,Port Hawkesbury,CA,45.6169,-61.3485,61.03,94,96,10.0,overcast clouds
541,Ust-Tsilma,RU,65.441,52.1498,33.87,99,100,6.02,light snow
542,Nome,US,64.5011,-165.4064,24.87,75,100,11.5,overcast clouds
543,Nador,MA,35.174,-2.9287,59.25,88,0,2.3,clear sky
544,Salinas,US,36.6777,-121.6555,61.75,74,100,2.01,overcast clouds
545,Tezu,IN,27.9167,96.1667,72.73,44,0,0.69,clear sky
546,Nabire,ID,-3.3667,135.4833,77.85,90,100,3.8,overcast clouds
547,Tiksi,RU,71.6872,128.8694,0.72,95,100,8.93,overcast clouds
548,Tommot,RU,58.9564,126.2925,19.0,92,100,9.55,light snow
549,Cheremukhovo,RU,60.3484,59.9851,18.12,87,100,5.1,overcast clouds
550,Cacador,BR,-26.7753,-51.015,52.12,89,95,4.72,overcast clouds
551,Marevo,RU,57.3146,32.0804,31.91,74,100,10.09,overcast clouds
552,Ketchikan,US,55.3422,-131.6461,39.67,60,100,5.75,overcast clouds
553,Lazaro Cardenas,MX,17.9583,-102.2,77.9,84,0,3.89,clear sky
554,Ambatofinandrahana,MG,-20.55,46.8,60.03,91,100,1.54,overcast clouds
555,Santa Cruz Del Sur,CU,20.7147,-77.9956,75.85,76,75,8.28,light rain
556,Saint-Joseph,RE,-21.3667,55.6167,70.18,80,77,4.5,broken clouds
557,Boende,CD,-0.2167,20.8667,68.38,99,100,2.39,overcast clouds
558,Altay,CN,47.8667,88.1167,37.87,49,57,4.12,broken clouds
559,Las Cruces,US,32.3123,-106.7783,60.35,31,0,14.97,clear sky
560,Yabrud,SY,33.9674,36.6574,50.29,55,1,1.57,clear sky
561,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,36.19,81,75,4.47,broken clouds
562,Upernavik,GL,72.7868,-56.1549,20.82,79,100,18.1,light snow
563,Fort Morgan,US,40.2503,-103.8,52.45,37,20,14.97,few clouds
564,Apad,PH,13.815,122.7664,85.41,70,97,6.46,overcast clouds
565,Pontian Kecil,MY,1.4801,103.3899,88.02,72,100,3.65,overcast clouds
566,Salym,RU,60.0625,71.4789,23.88,96,100,2.08,overcast clouds
567,Carnot,CF,4.9409,15.8665,66.2,70,62,2.04,broken clouds
568,Caconda,AO,-13.7333,15.0667,59.0,74,100,2.26,overcast clouds
569,Maarianhamina,AX,60.0973,19.9348,48.06,87,75,11.5,broken clouds
570,Poum,NC,-20.2333,164.0167,79.61,78,12,5.53,few clouds
571,Tefe,BR,-3.3542,-64.7114,77.29,74,100,1.01,overcast clouds
572,Navalmoral De La Mata,ES,39.8916,-5.5406,50.95,58,24,1.21,few clouds
573,Decines-Charpieu,FR,45.7686,4.9598,39.81,93,0,3.44,clear sky
574,Kalemie,CD,-5.9475,29.1947,69.28,90,100,6.8,overcast clouds
575,Lichinga,MZ,-13.3128,35.2406,66.29,55,0,12.66,clear sky
576,Lensk,RU,60.7253,114.9278,18.73,92,100,11.3,light snow
577,Koslan,RU,63.4564,48.8989,33.21,95,100,7.61,overcast clouds
578,Angoche,MZ,-16.2325,39.9086,74.03,84,95,10.94,overcast clouds
579,Dudinka,RU,69.4058,86.1778,24.62,95,100,14.63,light snow
580,Sovetskiy,RU,61.3614,63.5842,18.66,87,97,5.46,overcast clouds
581,Calvinia,ZA,-31.4707,19.776,63.61,64,0,5.48,clear sky
582,Lavrentiya,RU,65.5833,-171.0,29.68,91,100,30.22,light snow
583,Karasjok,NO,69.4719,25.5112,37.62,93,100,15.32,overcast clouds
584,Mehamn,NO,71.0357,27.8492,40.95,81,100,3.44,overcast clouds
585,Thinadhoo,MV,0.5333,72.9333,81.54,74,53,10.65,broken clouds
586,Bandundu,CD,-3.3167,17.3667,70.43,98,100,1.05,moderate rain
587,Karratha,AU,-20.7377,116.8463,82.83,27,100,14.97,overcast clouds
588,Tancheng,CN,27.4375,115.4976,60.24,68,100,1.01,overcast clouds
589,Cabanas,CU,22.9758,-82.9219,76.08,79,2,8.97,clear sky
590,Anqing,CN,30.5092,117.0506,63.27,39,84,0.96,broken clouds
591,Port Hardy,CA,50.6996,-127.4199,37.58,100,100,5.75,light intensity shower rain
592,Gribanovskiy,RU,51.4579,41.9764,34.07,81,100,4.79,overcast clouds
593,Beyneu,KZ,45.3167,55.2,41.31,69,100,5.26,overcast clouds
594,Prieska,ZA,-29.6641,22.7474,67.96,44,0,4.03,clear sky
595,Fukue,JP,32.6881,128.8419,61.99,45,31,10.92,scattered clouds
596,Bereda,ES,43.2686,-7.5406,51.58,74,92,4.47,overcast clouds
597,Alamosa,US,37.4695,-105.87,33.78,60,0,0.0,clear sky
598,San Andres,CO,12.5847,-81.7006,82.31,76,13,10.98,few clouds
599,Wasilla,US,61.5814,-149.4394,24.35,44,0,36.82,clear sky
600,Praia,CV,14.9215,-23.5087,77.54,73,0,12.66,clear sky
601,Meadow Lake,US,34.8014,-106.5436,51.6,36,97,6.33,overcast clouds
602,Normandin,CA,48.8333,-72.5321,62.85,77,100,13.8,overcast clouds
603,Bubaque,GW,11.2833,-15.8333,82.94,65,14,9.86,few clouds
604,Capim Grosso,BR,-11.3811,-40.0128,68.9,84,89,7.61,overcast clouds
605,Port Pirie,AU,-33.1833,138.0167,79.68,27,98,4.21,overcast clouds
606,Coffs Harbour,AU,-30.3,153.1333,71.13,64,100,9.22,overcast clouds
607,Novikovo,RU,51.1537,37.8879,31.46,91,39,3.62,scattered clouds
608,Aykhal,RU,66.0,111.5,-4.68,100,99,2.71,overcast clouds
609,Sorland,NO,67.667,12.6934,48.06,86,100,11.59,overcast clouds
610,Harkany,HU,45.85,18.2367,49.37,87,100,9.22,overcast clouds
611,Repalle,IN,16.0167,80.85,74.14,84,3,6.89,clear sky
612,Whyalla,AU,-33.0333,137.5833,76.82,33,89,5.57,overcast clouds
613,Klaksvik,FO,62.2266,-6.589,41.92,84,100,17.78,light rain
614,Dakar,SN,14.6937,-17.4441,77.88,68,100,10.29,overcast clouds
615,Hirara,JP,24.8,125.2833,73.99,70,99,18.03,overcast clouds
616,Pag,HR,44.445,15.0575,55.98,73,100,24.9,overcast clouds
617,Carauari,BR,-4.8828,-66.8958,77.59,71,100,1.43,overcast clouds
618,Razgrad,BG,43.5333,26.5167,57.02,71,100,8.39,overcast clouds
619,Florianopolis,BR,-27.6146,-48.5012,62.35,91,0,1.01,clear sky
620,Booue,GA,-0.0921,11.9385,71.6,99,99,1.5,light rain
621,Harper,LR,4.375,-7.7169,77.5,87,76,6.6,broken clouds
622,Port Hedland,AU,-20.3167,118.5667,80.65,61,75,16.11,broken clouds
623,Iquique,CL,-20.2208,-70.1431,61.65,71,40,1.14,scattered clouds
624,Rajpipla,IN,21.8667,73.5,74.48,47,17,3.36,few clouds
625,Jimbolia,RO,45.7914,20.7172,52.29,92,100,6.17,overcast clouds
626,Save,BJ,8.0425,2.486,74.98,88,100,2.93,overcast clouds
627,Ust-Kut,RU,56.7938,105.7672,24.62,91,97,3.94,overcast clouds
628,Ocos,GT,14.5094,-92.1933,78.98,76,83,5.99,broken clouds
629,Nizhnyaya Omka,RU,55.4338,74.9426,28.89,93,100,18.37,light snow
630,Laguna,US,38.421,-121.4238,61.05,82,100,1.99,overcast clouds
631,Mtwara,TZ,-10.2667,40.1833,75.38,84,6,7.4,clear sky
632,San Luis,AR,-33.295,-66.3356,69.76,30,61,11.74,broken clouds
633,Tazovskiy,RU,67.4667,78.7,17.04,94,100,7.18,overcast clouds
634,Wakkanai,JP,45.4094,141.6739,41.32,49,17,22.1,few clouds
635,Jawhar,SO,2.7809,45.5005,73.45,90,7,5.37,clear sky
636,Uni,RU,57.7535,51.4923,23.59,95,74,6.78,broken clouds
637,Tynda,RU,55.1667,124.7167,13.17,80,100,2.82,overcast clouds
638,Black River,JM,18.0264,-77.8487,76.75,75,10,2.68,clear sky
639,Penukonda,IN,14.0833,77.5833,69.35,85,54,5.3,broken clouds
640,Lashio,MM,22.9333,97.75,67.21,77,16,0.81,few clouds
641,Mackay,AU,-21.15,149.2,83.68,59,73,16.73,broken clouds
642,Constantine,DZ,36.365,6.6147,49.41,76,40,6.91,scattered clouds
643,Nhulunbuy,AU,-12.2333,136.7667,92.01,52,40,9.22,scattered clouds
644,Puerto Escondido,MX,15.85,-97.0667,81.52,79,85,6.76,overcast clouds
645,Inta,RU,66.0317,60.1659,24.48,95,100,16.55,light snow
646,Tual,ID,-5.6667,132.75,84.27,73,100,8.55,overcast clouds
647,Adrar,MR,20.5022,-10.0711,71.53,15,0,6.6,clear sky
648,Ambovombe,MG,-25.1667,46.0833,71.74,78,64,3.44,broken clouds
649,Nchelenge,ZM,-9.3451,28.734,68.65,92,100,5.82,light rain
650,Vanavara,RU,60.34,102.2797,15.01,98,83,4.29,broken clouds
651,Roma,US,43.2128,-75.4557,71.82,64,0,16.11,clear sky
652,Nanakuli,US,21.3906,-158.1547,84.15,54,0,12.66,clear sky
653,Arlit,NE,18.7369,7.3853,71.06,18,100,5.82,overcast clouds
654,Linxia,CN,35.6003,103.2064,45.59,44,4,2.59,clear sky
655,Santa Isabel,BR,-23.3156,-46.2214,58.3,96,28,2.15,scattered clouds
656,Ntcheu,MW,-14.8203,34.6359,67.73,75,85,2.28,overcast clouds
657,Erenhot,CN,43.6475,111.9767,38.44,27,7,7.0,clear sky
658,Vangaindrano,MG,-23.35,47.6,69.57,95,100,4.52,overcast clouds
659,Austin,US,30.2672,-97.7431,65.53,66,0,3.0,clear sky
660,Granja,BR,-3.1203,-40.8261,76.68,83,100,2.77,overcast clouds
661,Fallon,US,39.4735,-118.7774,57.07,49,100,14.97,overcast clouds
662,San Jose De Guanipa,VE,8.8872,-64.1651,75.65,71,91,4.14,overcast clouds
663,Hobyo,SO,5.3505,48.5268,79.18,73,19,7.27,few clouds
664,Shingu,JP,33.7333,135.9833,64.58,46,100,1.81,overcast clouds
665,Rundu,NA,-17.9333,19.7667,70.41,70,94,4.56,overcast clouds
666,Baykit,RU,61.67,96.37,15.35,96,100,1.03,overcast clouds
667,Buchmany,UA,51.0689,28.0421,46.6,75,100,13.69,overcast clouds
668,Barabai,ID,-2.5833,115.3833,84.33,78,88,2.1,overcast clouds
669,Severnyy,RU,50.677,36.5532,32.04,93,75,2.24,broken clouds
670,Quelimane,MZ,-17.8786,36.8883,76.01,87,76,5.19,broken clouds
671,Port-Gentil,GA,-0.7193,8.7815,75.67,92,100,9.91,moderate rain
672,Petrozavodsk,RU,61.7849,34.3469,28.49,88,91,7.11,overcast clouds
673,Paamiut,GL,61.994,-49.6678,31.5,94,100,20.94,light snow
674,Tsogni,GA,-2.7942,10.0988,75.74,91,99,6.42,moderate rain
675,Tambura,SS,5.6,27.4667,69.48,84,17,1.72,few clouds
676,Ambo,PE,-10.1308,-76.2047,61.09,84,100,3.42,overcast clouds
677,Finote Selam,ET,10.7,37.2667,54.05,68,7,3.98,clear sky
678,Saint-Ambroise,CA,48.5501,-71.3324,55.58,82,99,5.84,overcast clouds
679,Voi,KE,-3.3945,38.563,71.15,83,76,1.5,broken clouds
680,Kulynychi,UA,49.9823,36.3842,33.98,73,8,5.19,clear sky
681,Shakawe,BW,-18.3667,21.85,70.63,64,94,3.38,overcast clouds
